filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
user278_1577.jpg,142777,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[284,268,291,340,373,381,330],""all_points_y"":[255,287,347,371,357,297,236]}","{""face"":undefined}"
user278_1578.jpg,58396,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[371,355,370,413,438,426,397],""all_points_y"":[179,219,238,244,220,174,166]}","{""face"":undefined}"
user278_1579.jpg,101992,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[559,550,588,652,644,594],""all_points_y"":[292,335,376,374,286,266]}","{""face"":undefined}"
user279_223.jpg,102630,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[556,549,561,596,618,602,576],""all_points_y"":[248,295,317,311,279,240,240]}","{""face"":undefined}"
user280_1580.jpg,76383,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[33,25,81,148,111,59],""all_points_y"":[181,264,285,263,173,170]}","{""face"":undefined}"
user281_3454.jpg,97932,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[215,196,215,351,331,273],""all_points_y"":[261,323,360,344,273,240]}","{""face"":undefined}"
user282_4027.jpg,160956,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[845,794,793,956,957,888],""all_points_y"":[428,549,627,647,424,406]}","{""face"":undefined}"
user283_984.jpg,132552,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[734,692,673,784,826,789],""all_points_y"":[391,423,469,527,462,381]}","{""face"":undefined}"
user285_987.jpg,86818,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[326,306,305,449,411,356],""all_points_y"":[182,240,298,291,180,165]}","{""face"":undefined}"
user286_1583.jpg,63390,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[702,700,733,761,750,721],""all_points_y"":[99,142,158,136,101,92]}","{""face"":undefined}"
user290_1593.jpg,71559,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[264,251,294,322,308,281],""all_points_y"":[112,156,166,152,109,103]}","{""face"":undefined}"
user291_1595.jpg,120557,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[54,26,57,116,140,108],""all_points_y"":[415,481,556,539,458,386]}","{""face"":undefined}"
user293_2222.jpg,135042,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[110,78,70,135,154,152,142,145,206,220,223,235,268,263,189,137],""all_points_y"":[460,501,558,565,581,592,600,632,640,643,595,585,582,522,448,443]}","{""face"":undefined}"
user294_4050.jpg,92318,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[593,551,582,621,635,669,687,673,628],""all_points_y"":[255,324,371,379,370,353,289,265,246]}","{""face"":undefined}"
user295_246.jpg,39157,"{}",2,0,"{""name"":""polygon"",""all_points_x"":[335,327,348,380,375,354],""all_points_y"":[166,197,207,192,167,158]}","{""face"":undefined}"
user295_246.jpg,39157,"{}",2,1,"{""name"":""polygon"",""all_points_x"":[510,503,503,517,534,544,541,521],""all_points_y"":[219,226,243,256,253,247,229,215]}","{""face"":undefined}"
user296_4682.jpg,97081,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[374,360,363,374,429,461,475,469,444,411],""all_points_y"":[214,244,278,302,317,305,287,249,213,201]}","{""face"":undefined}"
user297_4683.jpg,95765,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[127,109,110,111,200,200,186,154],""all_points_y"":[353,377,397,431,436,395,363,344]}","{""face"":undefined}"
user298_2823.jpg,183434,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[1007,980,1009,1092,1104,1096,1080,1036],""all_points_y"":[246,356,384,377,332,284,250,234]}","{""face"":undefined}"
user299_3473.jpg,127816,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[574,524,509,512,636,656,668,651,613],""all_points_y"":[195,242,298,346,354,315,264,216,196]}","{""face"":undefined}"
user300_4684.jpg,73305,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[363,335,353,492,487,470,410],""all_points_y"":[50,132,191,195,132,65,40]}","{""face"":undefined}"
user300_4685.jpg,73593,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[379,347,357,478,495,482,426],""all_points_y"":[64,133,199,213,162,84,56]}","{""face"":undefined}"
user300_4686.jpg,77580,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[213,198,212,317,335,336,299,259],""all_points_y"":[130,205,257,258,218,170,123,114]}","{""face"":undefined}"
user300_4687.jpg,76541,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[367,347,352,432,494,490,443],""all_points_y"":[69,125,186,216,210,126,58]}","{""face"":undefined}"
user301_3474.jpg,118763,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[1000,977,970,994,1043,1070,1074,1070,1039],""all_points_y"":[388,419,456,484,488,461,420,404,384]}","{""face"":undefined}"
user301_3475.jpg,126152,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[600,589,598,625,656,654,634],""all_points_y"":[515,554,587,600,584,539,509]}","{""face"":undefined}"
user303_2225.jpg,67372,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[56,25,12,67,121,132,103],""all_points_y"":[148,183,228,281,287,190,150]}","{""face"":undefined}"
user306_4692.jpg,123622,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[345,395,409,398,353,325,306,298],""all_points_y"":[291,303,335,399,414,388,361,323]}","{""face"":undefined}"
user306_4693.jpg,100084,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[108,75,88,130,151,149,133],""all_points_y"":[342,368,414,431,414,362,346]}","{""face"":undefined}"
user308_3490.jpg,63364,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[148,135,134,174,223,225,213,183],""all_points_y"":[164,192,221,243,242,207,171,152]}","{""face"":undefined}"
user314_2834.jpg,157556,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[41,88,82,74,50,6,5],""all_points_y"":[240,275,316,371,394,388,216]}","{""face"":undefined}"
user315_1612.jpg,114171,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[877,912,922,916,888,846,834,848],""all_points_y"":[110,125,157,193,212,192,168,132]}","{""face"":undefined}"
user316_4069.jpg,64243,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[695,708,715,722,715,705,675,658,660,671,682],""all_points_y"":[254,258,264,295,321,327,322,314,285,260,253]}","{""face"":undefined}"
user317_1613.jpg,141391,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[680,720,733,727,695,656,620,611,614,625,650],""all_points_y"":[235,247,294,351,385,387,370,336,285,249,239]}","{""face"":undefined}"
